Tezos USD (XTZ-USD) CCC - CoinMarketCap. Currency in USD,,,,,,
Date,Open,High,Low,Close*,Adj Close**,Volume
"Sep 13, 2022",1.6537,1.678,1.5228,1.5389,1.5389,"60,480,599"
"Sep 12, 2022",1.6827,1.7215,1.6213,1.6539,1.6539,"48,475,713"
"Sep 11, 2022",1.6655,1.7368,1.6511,1.6827,1.6827,"55,233,084"
"Sep 10, 2022",1.644,1.6782,1.6354,1.6656,1.6656,"34,568,358"
"Sep 09, 2022",1.5904,1.66,1.5874,1.6442,1.6442,"49,161,493"
"Sep 08, 2022",1.4905,1.5985,1.4767,1.5908,1.5908,"50,486,049"
"Sep 07, 2022",1.4309,1.5019,1.4093,1.4906,1.4906,"26,670,593"
"Sep 06, 2022",1.5457,1.5891,1.431,1.4311,1.4311,"41,403,740"
"Sep 05, 2022",1.5558,1.5649,1.5046,1.5454,1.5454,"23,929,392"
"Sep 04, 2022",1.5215,1.5575,1.512,1.5557,1.5557,"20,562,052"
"Sep 03, 2022",1.4896,1.5227,1.4783,1.5212,1.5212,"21,346,396"
"Sep 02, 2022",1.5387,1.5624,1.4766,1.4895,1.4895,"32,733,549"
"Sep 01, 2022",1.5137,1.539,1.4811,1.5387,1.5387,"24,786,763"
"Aug 31, 2022",1.4961,1.5765,1.4961,1.5133,1.5133,"30,874,398"
"Aug 30, 2022",1.5312,1.5484,1.4539,1.4959,1.4959,"28,254,774"
"Aug 29, 2022",1.4271,1.5337,1.4213,1.5312,1.5312,"29,754,485"
"Aug 28, 2022",1.4636,1.4924,1.4268,1.4268,1.4268,"25,606,743"
"Aug 27, 2022",1.4798,1.4865,1.4363,1.4637,1.4637,"37,226,135"
"Aug 26, 2022",1.6686,1.67,1.469,1.4795,1.4795,"57,733,861"
"Aug 25, 2022",1.6025,1.6761,1.6004,1.6686,1.6686,"47,201,510"
"Aug 24, 2022",1.5935,1.6388,1.5579,1.6025,1.6025,"45,329,633"
"Aug 23, 2022",1.5888,1.6032,1.5409,1.5936,1.5936,"35,842,477"
"Aug 22, 2022",1.6308,1.6327,1.5272,1.5887,1.5887,"45,371,281"
"Aug 21, 2022",1.561,1.6451,1.5552,1.6309,1.6309,"37,225,185"
"Aug 20, 2022",1.5773,1.6353,1.53,1.5614,1.5614,"33,825,659"
"Aug 19, 2022",1.7879,1.7886,1.5584,1.5774,1.5774,"65,180,529"
"Aug 18, 2022",1.8793,1.8877,1.7874,1.7879,1.7879,"36,695,681"
"Aug 17, 2022",1.8898,2.023,1.8535,1.8779,1.8779,"91,536,676"
"Aug 16, 2022",1.8244,1.9065,1.7848,1.8899,1.8899,"48,202,186"
"Aug 15, 2022",1.8211,1.8638,1.7857,1.8254,1.8254,"43,002,801"
"Aug 14, 2022",1.9079,1.9556,1.8075,1.8212,1.8212,"45,958,155"
"Aug 13, 2022",1.9241,1.9432,1.8943,1.9075,1.9075,"24,113,922"
"Aug 12, 2022",1.9005,1.9245,1.8644,1.924,1.924,"28,776,848"
"Aug 11, 2022",1.8699,1.9536,1.8699,1.9006,1.9006,"42,439,655"
"Aug 10, 2022",1.8039,1.8699,1.7533,1.8699,1.8699,"35,978,181"
"Aug 09, 2022",1.8919,1.9172,1.7689,1.8038,1.8038,"39,200,070"
"Aug 08, 2022",1.888,1.9449,1.8776,1.8918,1.8918,"42,593,354"
"Aug 07, 2022",1.8771,1.9297,1.8448,1.8878,1.8878,"28,047,107"
"Aug 06, 2022",1.8643,1.8983,1.8467,1.8765,1.8765,"30,391,111"
"Aug 05, 2022",1.8184,1.8833,1.8125,1.8641,1.8641,"45,428,187"
"Aug 04, 2022",1.7183,1.851,1.7171,1.8193,1.8193,"68,349,325"
"Aug 03, 2022",1.7163,1.7853,1.671,1.7182,1.7182,"37,239,938"
"Aug 02, 2022",1.8175,1.8282,1.684,1.7156,1.7156,"54,351,258"
"Aug 01, 2022",1.7404,1.8481,1.7359,1.8177,1.8177,"54,320,214"
"Jul 31, 2022",1.8123,1.8457,1.7365,1.7403,1.7403,"58,225,376"
"Jul 30, 2022",1.7097,1.8581,1.7092,1.8122,1.8122,"94,274,484"
"Jul 29, 2022",1.7186,1.7728,1.6687,1.7104,1.7104,"61,968,180"
"Jul 28, 2022",1.6422,1.7461,1.6125,1.7185,1.7185,"66,128,758"
"Jul 27, 2022",1.5544,1.642,1.5294,1.642,1.642,"60,866,370"
"Jul 26, 2022",1.5147,1.554,1.4851,1.554,1.554,"59,849,338"
"Jul 25, 2022",1.6829,1.684,1.5145,1.5148,1.5148,"46,462,139"
"Jul 24, 2022",1.6533,1.7178,1.6526,1.6825,1.6825,"44,634,475"
"Jul 23, 2022",1.6358,1.681,1.6077,1.6531,1.6531,"35,737,037"
"Jul 22, 2022",1.6766,1.7403,1.6168,1.6364,1.6364,"46,789,519"
"Jul 21, 2022",1.6205,1.6855,1.5683,1.6768,1.6768,"52,404,525"
"Jul 20, 2022",1.7423,1.776,1.6088,1.6205,1.6205,"76,419,004"
"Jul 19, 2022",1.7326,1.7835,1.6657,1.7423,1.7423,"66,171,068"
"Jul 18, 2022",1.5743,1.7432,1.5725,1.7339,1.7339,"67,142,930"
"Jul 17, 2022",1.6002,1.6364,1.5684,1.5745,1.5745,"38,812,396"
"Jul 16, 2022",1.5756,1.6298,1.5416,1.6,1.6,"31,168,164"
"Jul 15, 2022",1.5641,1.6161,1.5532,1.576,1.576,"50,778,337"
"Jul 14, 2022",1.5183,1.5788,1.4668,1.5637,1.5637,"50,387,751"
"Jul 13, 2022",1.4345,1.5182,1.4063,1.5182,1.5182,"68,648,056"
"Jul 12, 2022",1.5745,1.6198,1.4314,1.4341,1.4341,"71,807,026"
"Jul 11, 2022",1.6302,1.7048,1.5692,1.5743,1.5743,"121,796,781"
"Jul 10, 2022",1.6259,1.6583,1.5448,1.6301,1.6301,"53,434,065"
"Jul 09, 2022",1.5335,1.6449,1.5312,1.6261,1.6261,"73,452,044"
"Jul 08, 2022",1.5708,1.5963,1.5051,1.5341,1.5341,"51,763,525"
"Jul 07, 2022",1.5473,1.592,1.5376,1.5707,1.5707,"57,265,905"
"Jul 06, 2022",1.4711,1.5586,1.4623,1.5475,1.5475,"49,647,209"
"Jul 05, 2022",1.5371,1.5527,1.4348,1.4706,1.4706,"50,339,616"
"Jul 04, 2022",1.4471,1.5588,1.4397,1.5375,1.5375,"56,561,251"
"Jul 03, 2022",1.4565,1.4654,1.4007,1.4469,1.4469,"46,326,764"
"Jul 02, 2022",1.3744,1.5018,1.3658,1.4567,1.4567,"97,627,638"
"Jul 01, 2022",1.4195,1.4624,1.3358,1.3737,1.3737,"60,742,009"
"Jun 30, 2022",1.4741,1.4815,1.3489,1.4166,1.4166,"50,636,125"
"Jun 29, 2022",1.5192,1.5573,1.4666,1.4734,1.4734,"53,660,529"
"Jun 28, 2022",1.5988,1.6801,1.5169,1.5193,1.5193,"93,583,821"
"Jun 27, 2022",1.4448,1.6348,1.4434,1.5993,1.5993,"105,752,740"
"Jun 26, 2022",1.5405,1.5904,1.4453,1.446,1.446,"40,433,460"
"Jun 25, 2022",1.5363,1.5746,1.4623,1.5403,1.5403,"40,927,052"
"Jun 24, 2022",1.4402,1.5732,1.4392,1.5363,1.5363,"54,687,529"
"Jun 23, 2022",1.3452,1.4456,1.3407,1.4403,1.4403,"44,726,774"
"Jun 22, 2022",1.4209,1.4265,1.3386,1.3453,1.3453,"49,262,665"
"Jun 21, 2022",1.4483,1.5178,1.4017,1.4185,1.4185,"71,657,991"
"Jun 20, 2022",1.3892,1.4565,1.3235,1.4486,1.4486,"57,804,541"
"Jun 19, 2022",1.2881,1.4084,1.2164,1.3893,1.3893,"61,968,525"
"Jun 18, 2022",1.3877,1.4131,1.2011,1.2883,1.2883,"68,750,710"
"Jun 17, 2022",1.3579,1.4607,1.3511,1.3878,1.3878,"60,370,957"
"Jun 16, 2022",1.525,1.5379,1.3403,1.3576,1.3576,"116,930,176"
"Jun 15, 2022",1.4522,1.524,1.3058,1.524,1.524,"103,782,692"
"Jun 14, 2022",1.3942,1.461,1.2935,1.4527,1.4527,"101,833,524"
"Jun 13, 2022",1.6466,1.6466,1.349,1.3934,1.3934,"153,878,376"
"Jun 12, 2022",1.8044,1.8434,1.6384,1.648,1.648,"111,003,817"
"Jun 11, 2022",1.9717,2.0623,1.7955,1.8042,1.8042,"124,404,995"
"Jun 10, 2022",2.2237,2.3172,1.9719,1.9719,1.9719,"155,228,350"
"Jun 09, 2022",2.0889,2.2584,2.0677,2.224,2.224,"139,487,564"
"Jun 08, 2022",2.0714,2.1511,2.0037,2.0884,2.0884,"119,449,394"
"Jun 07, 2022",2.0634,2.1889,1.9656,2.0716,2.0716,"217,023,799"
"Jun 06, 2022",1.9543,2.1575,1.9518,2.0635,2.0635,"81,742,197"
"Jun 05, 2022",1.9093,1.9881,1.8763,1.9535,1.9535,"46,135,991"
"Jun 04, 2022",1.9058,1.9212,1.8486,1.909,1.909,"48,050,132"
"Jun 03, 2022",1.987,1.9875,1.8781,1.9056,1.9056,"51,960,739"
"Jun 02, 2022",1.9461,2.01,1.8675,1.9871,1.9871,"76,668,402"
"Jun 01, 2022",2.0873,2.1206,1.9256,1.9472,1.9472,"82,710,259"
"May 31, 2022",2.147,2.1928,2.0305,2.0867,2.0867,"77,846,958"
"May 30, 2022",1.9859,2.1898,1.9751,2.1486,2.1486,"88,798,647"
"May 29, 2022",1.9672,2.0194,1.9221,1.9859,1.9859,"80,656,870"
"May 28, 2022",1.8825,1.9758,1.8119,1.9658,1.9658,"81,435,248"
"May 27, 2022",1.874,1.8908,1.7704,1.8118,1.8118,"98,766,817"
"May 26, 2022",2.1221,2.2495,1.8347,1.8748,1.8748,"151,601,607"
"May 25, 2022",2.1166,2.1409,2.0028,2.1205,2.1205,"97,448,062"
"May 24, 2022",1.8796,2.1443,1.8703,2.1151,2.1151,"191,641,267"
"May 23, 2022",1.9829,2.0509,1.8794,1.8794,1.8794,"83,715,049"
"May 22, 2022",1.8207,1.9945,1.7922,1.9854,1.9854,"95,118,159"
"May 21, 2022",1.7404,1.8579,1.7087,1.8207,1.8207,"59,141,922"
"May 20, 2022",1.7526,1.7959,1.6816,1.7406,1.7406,"47,895,005"
"May 19, 2022",1.6769,1.7707,1.6239,1.7528,1.7528,"50,053,340"
"May 18, 2022",1.8577,1.885,1.6762,1.677,1.677,"47,868,492"
"May 17, 2022",1.7728,1.8701,1.7678,1.8575,1.8575,"48,837,674"
"May 16, 2022",1.9144,1.9154,1.7352,1.7728,1.7728,"61,472,155"
"May 15, 2022",1.829,1.9143,1.7857,1.9142,1.9142,"57,672,935"
"May 14, 2022",1.7673,1.8639,1.6609,1.8289,1.8289,"56,190,004"
"May 13, 2022",1.6759,1.9246,1.6621,1.7667,1.7667,"88,685,780"
"May 12, 2022",1.7766,1.8768,1.4639,1.6772,1.6772,"195,060,330"
"May 11, 2022",2.1144,2.1762,1.7131,1.7765,1.7765,"261,889,594"
"May 10, 2022",2.0259,2.2889,2.0065,2.1158,2.1158,"147,466,636"
"May 09, 2022",2.5556,2.6554,2.0285,2.0285,2.0285,"169,040,300"
"May 08, 2022",2.5106,2.6277,2.5106,2.556,2.556,"149,925,397"
"May 07, 2022",2.5088,2.6392,2.4367,2.5103,2.5103,"121,916,755"
"May 06, 2022",2.4891,2.5245,2.4088,2.5088,2.5088,"91,605,682"
"May 05, 2022",2.7056,2.8712,2.4311,2.4892,2.4892,"160,166,237"
"May 04, 2022",2.488,2.7281,2.4828,2.7064,2.7064,"78,203,360"
"May 03, 2022",2.4967,2.5814,2.4299,2.488,2.488,"57,999,161"
"May 02, 2022",2.5767,2.6041,2.4054,2.4966,2.4966,"86,977,570"
"May 01, 2022",2.5332,2.6,2.4895,2.5771,2.5771,"71,952,859"
"Apr 30, 2022",2.6861,2.7439,2.4661,2.5327,2.5327,"78,044,291"
"Apr 29, 2022",2.8049,2.8167,2.6529,2.686,2.686,"71,412,880"
"Apr 28, 2022",2.8176,2.85,2.7487,2.8049,2.8049,"66,155,636"
"Apr 27, 2022",2.777,2.8491,2.7127,2.8173,2.8173,"72,189,520"
"Apr 26, 2022",2.9535,2.9691,2.7772,2.7772,2.7772,"87,363,759"
"Apr 25, 2022",2.966,2.966,2.8094,2.9541,2.9541,"101,271,688"
"Apr 24, 2022",3.0071,3.0405,2.94,2.9659,2.9659,"64,440,177"
"Apr 23, 2022",3.0859,3.0882,2.9956,3.008,3.008,"51,103,379"
"Apr 22, 2022",3.0326,3.1492,2.9895,3.0861,3.0861,"102,359,922"
"Apr 21, 2022",3.1463,3.2325,2.9991,3.0328,3.0328,"96,232,158"
"Apr 20, 2022",3.2348,3.2683,3.1036,3.1463,3.1463,"90,490,509"
"Apr 19, 2022",3.175,3.2589,3.1344,3.2354,3.2354,"58,947,542"
"Apr 18, 2022",3.0944,3.1843,2.9483,3.1748,3.1748,"84,459,010"
"Apr 17, 2022",3.2827,3.2907,3.0886,3.0947,3.0947,"64,077,594"
"Apr 16, 2022",3.1939,3.2915,3.1659,3.2832,3.2832,"58,298,448"
"Apr 15, 2022",3.0992,3.2334,3.0992,3.1941,3.1941,"83,514,731"
"Apr 14, 2022",3.176,3.2767,3.0721,3.0989,3.0989,"64,947,373"
"Apr 13, 2022",3.0662,3.1927,3.0442,3.1764,3.1764,"62,852,309"
"Apr 12, 2022",2.9625,3.197,2.956,3.0664,3.0664,"107,061,016"
"Apr 11, 2022",3.1347,3.1422,2.9541,2.9617,2.9617,"113,562,614"
"Apr 10, 2022",3.2057,3.2973,3.1379,3.1379,3.1379,"67,468,999"
"Apr 09, 2022",3.1667,3.2064,3.0852,3.2056,3.2056,"86,898,674"
"Apr 08, 2022",3.396,3.4181,3.1448,3.1667,3.1667,"99,749,649"
"Apr 07, 2022",3.2744,3.4284,3.2602,3.3968,3.3968,"88,803,897"
"Apr 06, 2022",3.6715,3.6726,3.2494,3.2716,3.2716,"141,966,509"
"Apr 05, 2022",3.8965,3.9263,3.6678,3.6717,3.6717,"92,788,728"
"Apr 04, 2022",4.0437,4.0437,3.7345,3.8963,3.8963,"126,917,090"
"Apr 03, 2022",3.9024,4.0616,3.9024,4.045,4.045,"155,669,346"
"Apr 02, 2022",3.9102,4.1232,3.8937,3.9031,3.9031,"221,044,106"
"Apr 01, 2022",3.7204,3.9737,3.5613,3.9099,3.9099,"166,327,809"
"Mar 31, 2022",3.8313,4.0176,3.6809,3.7191,3.7191,"205,940,953"
"Mar 30, 2022",3.7962,3.88,3.6771,3.8323,3.8323,"126,181,391"
"Mar 29, 2022",3.719,3.9186,3.7149,3.7971,3.7971,"149,452,108"
"Mar 28, 2022",3.8595,3.963,3.7076,3.723,3.723,"154,379,815"
"Mar 27, 2022",3.6586,3.8591,3.6552,3.8588,3.8588,"124,744,492"
"Mar 26, 2022",3.5148,3.7833,3.4883,3.6585,3.6585,"170,567,538"
"Mar 25, 2022",3.5279,3.5803,3.4407,3.5146,3.5146,"111,483,953"
"Mar 24, 2022",3.4591,3.5583,3.4234,3.5276,3.5276,"122,229,872"
"Mar 23, 2022",3.3002,3.5586,3.2972,3.4594,3.4594,"204,311,761"
"Mar 22, 2022",3.2445,3.3788,3.2293,3.2993,3.2993,"117,656,251"
"Mar 21, 2022",3.3276,3.3363,3.2119,3.2445,3.2445,"115,257,477"
"Mar 20, 2022",3.2517,3.4191,3.2109,3.3275,3.3275,"216,456,341"
"Mar 19, 2022",3.1592,3.2883,3.154,3.2518,3.2518,"102,937,575"
"Mar 18, 2022",3.0829,3.17,3.0219,3.1595,3.1595,"81,360,256"
"Mar 17, 2022",3.101,3.1501,3.0681,3.0835,3.0835,"73,124,265"
"Mar 16, 2022",2.9736,3.1016,2.9294,3.101,3.101,"133,826,943"
"Mar 15, 2022",3,3.0061,2.8903,2.9742,2.9742,"69,383,220"
"Mar 14, 2022",2.9153,3.0056,2.8762,3.0003,3.0003,"72,780,836"
"Mar 13, 2022",3.028,3.0784,2.9108,2.9162,2.9162,"55,684,227"
"Mar 12, 2022",2.9918,3.0755,2.9885,3.0323,3.0323,"56,470,319"
"Mar 11, 2022",3.052,3.1029,2.9718,2.9918,2.9918,"96,310,412"
"Mar 10, 2022",3.1816,3.2285,2.9767,3.0517,3.0517,"115,875,033"
"Mar 09, 2022",3.0074,3.1833,3.0074,3.1819,3.1819,"98,468,781"
"Mar 08, 2022",2.9357,3.0375,2.9173,3.0065,3.0065,"97,420,520"
"Mar 07, 2022",2.9717,3.0712,2.8558,2.9364,2.9364,"117,521,535"
"Mar 06, 2022",3.1438,3.172,2.9676,2.9715,2.9715,"69,715,447"
"Mar 05, 2022",3.0777,3.1639,2.9941,3.1436,3.1436,"81,241,621"
"Mar 04, 2022",3.3937,3.3939,3.053,3.0765,3.0765,"114,192,330"
"Mar 03, 2022",3.4833,3.5166,3.3164,3.3935,3.3935,"112,382,310"
"Mar 02, 2022",3.4898,3.6409,3.3849,3.4827,3.4827,"169,519,027"
"Mar 01, 2022",3.5346,3.6591,3.4302,3.4895,3.4895,"159,859,702"
"Feb 28, 2022",3.1149,3.5566,3.0447,3.5346,3.5346,"169,933,337"
"Feb 27, 2022",3.4153,3.4439,3.0793,3.1159,3.1159,"185,266,059"
"Feb 26, 2022",3.2062,3.4867,3.2062,3.4166,3.4166,"184,081,442"
"Feb 25, 2022",3.0325,3.2481,2.9692,3.2058,3.2058,"170,038,301"
"Feb 24, 2022",2.9499,3.0606,2.5718,3.031,3.031,"285,187,954"
"Feb 23, 2022",3.0689,3.2161,2.9556,2.9556,2.9556,"145,787,114"
"Feb 22, 2022",2.9752,3.0695,2.8248,3.0692,3.0692,"220,124,638"
"Feb 21, 2022",3.2734,3.4685,2.9733,2.9755,2.9755,"190,971,189"
"Feb 20, 2022",3.6059,3.6059,3.227,3.274,3.274,"116,164,648"
"Feb 19, 2022",3.6281,3.6928,3.4857,3.6062,3.6062,"83,493,629"
"Feb 18, 2022",3.6762,3.8551,3.5984,3.6286,3.6286,"109,117,332"
"Feb 17, 2022",4.0432,4.0453,3.6334,3.6745,3.6745,"136,529,156"
"Feb 16, 2022",4.1499,4.1703,3.9613,4.048,4.048,"112,047,324"
"Feb 15, 2022",3.9452,4.1695,3.9024,4.1497,4.1497,"117,618,959"
"Feb 14, 2022",3.8661,3.9858,3.7421,3.9453,3.9453,"128,804,716"
"Feb 13, 2022",4.1021,4.1259,3.8287,3.8689,3.8689,"107,473,960"
"Feb 12, 2022",4.3018,4.4133,4.0656,4.1027,4.1027,"312,809,562"
"Feb 11, 2022",4.1408,4.4493,4.0398,4.2904,4.2904,"355,651,516"
"Feb 10, 2022",4.4458,4.5557,4.1255,4.1416,4.1416,"314,626,831"
"Feb 09, 2022",4.3973,4.5942,4.3434,4.4464,4.4464,"303,043,599"
"Feb 08, 2022",4.1271,4.4517,4.0234,4.3994,4.3994,"397,605,075"
"Feb 07, 2022",3.9195,4.1694,3.8478,4.1248,4.1248,"183,305,047"
"Feb 06, 2022",3.9377,3.9957,3.7781,3.9195,3.9195,"135,124,410"
"Feb 05, 2022",4.0135,4.0541,3.8795,3.937,3.937,"167,843,586"
"Feb 04, 2022",3.8241,4.0196,3.6892,4.0144,4.0144,"228,261,457"
"Feb 03, 2022",3.7397,3.9577,3.6338,3.8245,3.8245,"327,281,966"
"Feb 02, 2022",3.7546,3.8725,3.5877,3.7403,3.7403,"331,858,996"
"Feb 01, 2022",3.4899,3.7578,3.4842,3.7532,3.7532,"168,129,896"
"Jan 31, 2022",3.274,3.5205,3.121,3.49,3.49,"182,766,201"
"Jan 30, 2022",3.0894,3.4773,3.0894,3.2742,3.2742,"241,601,075"
"Jan 29, 2022",3.0268,3.1261,3.019,3.0875,3.0875,"81,797,911"
"Jan 28, 2022",2.9096,3.0436,2.8435,3.0266,3.0266,"105,133,834"
"Jan 27, 2022",2.9489,3.0452,2.7531,2.9109,2.9109,"110,185,180"
"Jan 26, 2022",2.92,3.206,2.8696,2.9495,2.9495,"123,243,582"
"Jan 25, 2022",2.9696,2.999,2.8603,2.9203,2.9203,"107,530,807"
"Jan 24, 2022",3.0695,3.0728,2.5578,2.9701,2.9701,"162,243,293"
"Jan 23, 2022",2.9473,3.1498,2.8542,3.0684,3.0684,"113,186,016"
"Jan 22, 2022",3.3328,3.4277,2.7266,2.9444,2.9444,"213,845,838"
"Jan 21, 2022",3.7061,3.7619,3.2927,3.3316,3.3316,"234,476,243"
"Jan 20, 2022",3.8908,4.0799,3.7022,3.705,3.705,"80,482,220"
"Jan 19, 2022",4.1106,4.1246,3.8247,3.8909,3.8909,"134,005,873"
"Jan 18, 2022",4.062,4.2017,3.9472,4.1087,4.1087,"144,156,561"
"Jan 17, 2022",4.2916,4.3053,4.0148,4.0624,4.0624,"103,735,065"
"Jan 16, 2022",4.2816,4.3346,4.2127,4.2911,4.2911,"97,273,357"
"Jan 15, 2022",4.2846,4.3507,4.2387,4.282,4.282,"86,451,799"
"Jan 14, 2022",4.118,4.3096,4.0963,4.2851,4.2851,"124,492,429"
"Jan 13, 2022",4.3819,4.4119,4.107,4.1176,4.1176,"146,333,434"
"Jan 12, 2022",4.1703,4.403,4.1576,4.3819,4.3819,"176,009,764"
"Jan 11, 2022",4.0277,4.2099,3.957,4.1704,4.1704,"126,596,269"
"Jan 10, 2022",4.2321,4.2442,3.8088,4.0277,4.0277,"184,697,448"
"Jan 09, 2022",4.0132,4.3247,3.9835,4.2332,4.2332,"171,554,760"
"Jan 08, 2022",4.2567,4.3628,3.9005,4.0129,4.0129,"161,259,573"
"Jan 07, 2022",4.4552,4.4715,4.0855,4.2563,4.2563,"248,519,591"
"Jan 06, 2022",4.5294,4.5294,4.2442,4.4558,4.4558,"298,765,347"
"Jan 05, 2022",5.0041,5.2849,4.3253,4.5289,4.5289,"461,763,823"
"Jan 04, 2022",4.8026,5.3438,4.602,5.0033,5.0033,"634,753,607"
"Jan 03, 2022",4.6679,5.0158,4.5265,4.802,4.802,"323,716,885"
"Jan 02, 2022",4.7389,4.774,4.6125,4.6677,4.6677,"125,775,184"
"Jan 01, 2022",4.354,4.7405,4.3499,4.7405,4.7405,"257,960,890"
"Dec 31, 2021",4.3483,4.5013,4.2044,4.3535,4.3535,"147,380,891"
"Dec 30, 2021",4.3688,4.5128,4.227,4.348,4.348,"147,241,276"
"Dec 29, 2021",4.4752,4.5455,4.2293,4.3318,4.3318,"163,918,586"
"Dec 28, 2021",5.0909,5.0909,4.4319,4.475,4.475,"243,594,984"
"Dec 27, 2021",4.8526,5.158,4.7743,5.0847,5.0847,"275,438,878"
"Dec 26, 2021",4.5839,4.9098,4.472,4.856,4.856,"299,101,952"
"Dec 25, 2021",4.5012,4.7021,4.4625,4.5985,4.5985,"151,296,167"
"Dec 24, 2021",4.7709,4.8128,4.439,4.4835,4.4835,"207,522,049"
"Dec 23, 2021",4.5239,4.8067,4.4594,4.7367,4.7367,"277,229,634"
"Dec 22, 2021",4.2383,4.6849,4.2381,4.5243,4.5243,"239,068,932"
"Dec 21, 2021",4.0841,4.2583,4.0583,4.2396,4.2396,"115,946,374"
"Dec 20, 2021",4.1404,4.2447,3.8763,4.084,4.084,"190,412,728"
"Dec 19, 2021",4.2488,4.306,4.1212,4.1353,4.1353,"110,118,941"
"Dec 18, 2021",4.1586,4.3335,4.0822,4.2439,4.2439,"157,431,273"
"Dec 17, 2021",4.3156,4.3861,4.084,4.1592,4.1592,"209,300,930"
"Dec 16, 2021",4.4927,4.6963,4.3042,4.3148,4.3148,"268,852,361"
"Dec 15, 2021",4.5163,4.5607,4.0669,4.4967,4.4967,"337,852,925"
"Dec 14, 2021",4.0451,4.6074,4.037,4.3212,4.3212,"478,036,881"
"Dec 13, 2021",4.5173,4.5407,3.9263,4.0571,4.0571,"215,724,444"
"Dec 12, 2021",4.5207,4.6785,4.3309,4.5386,4.5386,"134,534,776"
"Dec 11, 2021",4.3617,4.6215,4.2621,4.5239,4.5239,"208,502,683"
"Dec 10, 2021",4.8553,4.9763,4.3243,4.3466,4.3466,"380,810,667"
"Dec 09, 2021",5.6751,6.1632,4.8412,4.8459,4.8459,"698,128,184"
"Dec 08, 2021",5.6804,5.9985,5.1706,5.6765,5.6765,"1,331,543,791"
"Dec 07, 2021",4.1739,5.7011,4.0743,5.6717,5.6717,"1,035,610,070"
"Dec 06, 2021",3.8795,4.2032,3.6908,4.1771,4.1771,"280,789,174"
"Dec 05, 2021",4.1398,4.2481,3.7647,3.8727,3.8727,"188,930,996"
"Dec 04, 2021",4.8298,4.8298,3.3045,4.1419,4.1419,"407,968,764"
"Dec 03, 2021",5.1031,5.3627,4.6976,4.7966,4.7966,"245,970,286"
"Dec 02, 2021",5.2224,5.3238,5.0255,5.0942,5.0942,"171,017,940"
"Dec 01, 2021",5.48,5.5211,5.1408,5.2139,5.2139,"253,945,931"
"Nov 30, 2021",5.6166,5.9059,5.2597,5.498,5.498,"670,772,812"
"Nov 29, 2021",4.6576,5.7401,4.6372,5.6033,5.6033,"533,358,908"
"Nov 28, 2021",4.629,4.6598,4.313,4.6519,4.6519,"128,834,412"
"Nov 27, 2021",4.657,4.7857,4.5827,4.626,4.626,"108,997,523"
"Nov 26, 2021",5.0716,5.2136,4.5263,4.6346,4.6346,"236,013,767"
"Nov 25, 2021",4.8945,5.1821,4.8347,4.9157,4.9157,"163,820,745"
"Nov 24, 2021",5.1126,5.1649,4.8035,4.9699,4.9699,"178,994,398"
"Nov 23, 2021",5.0221,5.2076,4.9368,5.1043,5.1043,"177,303,263"
"Nov 22, 2021",5.2319,5.238,4.9136,5.0106,5.0106,"183,087,344"
"Nov 21, 2021",5.5269,5.5627,5.2222,5.2446,5.2446,"153,885,319"
"Nov 20, 2021",5.2769,5.6055,5.2769,5.5237,5.5237,"206,087,519"
"Nov 19, 2021",4.7769,5.3246,4.6959,5.2773,5.2773,"189,436,904"
"Nov 18, 2021",5.2527,5.2722,4.6677,4.7865,4.7865,"225,798,996"
"Nov 17, 2021",5.2159,5.3275,5.0371,5.2242,5.2242,"207,432,208"
"Nov 16, 2021",5.7297,5.7297,5.0026,5.2306,5.2306,"319,377,300"
"Nov 15, 2021",5.8317,5.9751,5.6948,5.7156,5.7156,"145,523,332"
"Nov 14, 2021",5.9041,6.0666,5.7,5.8316,5.8316,"119,631,090"
"Nov 13, 2021",5.7678,5.9932,5.6688,5.9409,5.9409,"182,039,043"
"Nov 12, 2021",5.8715,5.9895,5.5691,5.7695,5.7695,"196,290,467"
"Nov 11, 2021",5.7981,6.0557,5.7119,5.8944,5.8944,"233,530,250"
"Nov 10, 2021",6.3017,6.4765,5.347,5.7956,5.7956,"411,178,073"
"Nov 09, 2021",6.4849,6.6261,6.2566,6.2995,6.2995,"286,882,594"
"Nov 08, 2021",6.3795,6.5681,6.3021,6.4812,6.4812,"242,971,727"
"Nov 07, 2021",6.4435,6.4711,6.3144,6.3792,6.3792,"150,149,119"
"Nov 06, 2021",6.4846,6.8259,6.2592,6.4323,6.4323,"239,143,912"
"Nov 05, 2021",6.347,6.8653,6.2417,6.4922,6.4922,"461,695,558"
"Nov 04, 2021",6.325,6.4789,6.1316,6.3466,6.3466,"218,970,416"
"Nov 03, 2021",6.2544,6.4902,6.0764,6.3073,6.3073,"300,189,415"
"Nov 02, 2021",6.2539,6.3625,6.1453,6.2498,6.2498,"214,370,877"
"Nov 01, 2021",6.3602,6.3704,6.0583,6.2387,6.2387,"207,455,960"
"Oct 31, 2021",6.3119,6.5337,6.0424,6.3226,6.3226,"282,462,823"
"Oct 30, 2021",6.5652,6.7913,6.2089,6.2938,6.2938,"323,849,371"
"Oct 29, 2021",6.1608,6.7142,6.084,6.5388,6.5388,"311,039,010"
"Oct 28, 2021",5.8831,6.2656,5.8272,6.1475,6.1475,"340,338,531"
