airport_id,city,name,latitude,longitude,country,iata,icao,altitude,altitude,timezone,dst,tz
1023,Kitona Base,Kitona Base Airport,-5.918059826,12.44769955,Congo (Kinshasa),\N,FZAI,394,1,N,Africa/Kinshasa,airport
1039,Kolwezi,Kolwezi Airport,-10.76589966,25.50569916,Congo (Kinshasa),KWZ,FZQM,5007,2,U,Africa/Lubumbashi,airport
11290,Kongolo,Kongolo Airport,-5.394440174,26.98999977,Congo (Kinshasa),KOO,FZRQ,1850,1,U,\N,airport
1029,Kotakoli,Kotakoli Airport,4.15763998,21.65089989,Congo (Kinshasa),\N,FZFP,1801,1,N,Africa/Kinshasa,airport
1030,Lisala,Lisala Airport,2.170660019,21.49690056,Congo (Kinshasa),LIQ,FZGA,1509,1,N,Africa/Kinshasa,airport
5653,Lodja,Lodja Airport,-3.417000055,23.45000076,Congo (Kinshasa),LJA,FZVA,1647,2,N,Africa/Lubumbashi,airport
1038,Lubumashi,Lubumbashi International Airport,-11.59130001,27.53089905,Congo (Kinshasa),FBM,FZQA,4295,2,U,Africa/Lubumbashi,airport
1032,Isiro,Matari Airport,2.827610016,27.5883007,Congo (Kinshasa),IRP,FZJH,2438,2,U,Africa/Lubumbashi,airport
1026,Mbandaka,Mbandaka Airport,0.022600001,18.2887001,Congo (Kinshasa),MDK,FZEA,1040,1,N,Africa/Kinshasa,airport
1043,Mbuji-mayi,Mbuji Mayi Airport,-6.121240139,23.56900024,Congo (Kinshasa),MJM,FZWA,2221,2,U,Africa/Lubumbashi,airport
1022,Muanda,Muanda Airport,-5.930860043,12.35179996,Congo (Kinshasa),MNB,FZAG,89,1,N,Africa/Kinshasa,airport
11193,Mwene-Ditu,Mwene-Ditu Airport,-6.982999802,23.08300018,Congo (Kinshasa),\N,FZWE,3198,1,U,\N,airport
1020,Kinshasa,Ndjili International Airport,-4.385749817,15.44460011,Congo (Kinshasa),FIH,FZAA,1027,1,N,Africa/Kinshasa,airport
1021,Kinshasa,Ndolo Airport,-4.326660156,15.32750034,Congo (Kinshasa),NLO,FZAB,915,1,N,Africa/Kinshasa,airport
5649,Nioki,Nioki Airport,-2.717499971,17.68470001,Congo (Kinshasa),NIO,FZBI,1043,1,N,Africa/Kinshasa,airport
885,Ouesso,Ouesso Airport,1.615990043,16.03790092,Congo (Kinshasa),OUE,FCOU,1158,1,N,Africa/Brazzaville,airport
884,Owando,Owando Airport,-0.531350017,15.95009995,Congo (Kinshasa),FTX,FCOO,1214,1,N,Africa/Brazzaville,airport
5652,Tshikapa,Tshikapa Airport,-6.438330173,20.79470062,Congo (Kinshasa),TSH,FZUK,1595,2,N,Africa/Lubumbashi,airport
5647,Matadi,Tshimpi Airport,-5.799610138,13.44040012,Congo (Kinshasa),MAT,FZAM,1115,1,N,Africa/Kinshasa,airport
11194,Kabinda,Tunta Airport,-6.132999897,24.4829998,Congo (Kinshasa),KBN,FZWT,2766,1,U,\N,airport
1958,Aitutaki,Aitutaki Airport,-18.83090019,-159.7640076,Cook Islands,AIT,NCAI,14,-10,U,Pacific/Rarotonga,airport
5861,Atiu Island,Enua Airport,-19.96780014,-158.1190033,Cook Islands,AIU,NCAT,36,-10,U,Pacific/Rarotonga,airport
5862,Mangaia Island,Mangaia Island Airport,-21.89598656,-157.906662,Cook Islands,MGS,NCMG,45,-10,U,Pacific/Rarotonga,airport
5863,Manihiki Island,Manihiki Island Airport,-10.3767004,-161.0019989,Cook Islands,MHX,NCMH,0,-10,U,Pacific/Rarotonga,airport
5864,Mauke Island,Mauke Airport,-20.13610077,-157.3450012,Cook Islands,MUK,NCMK,26,-10,U,Pacific/Rarotonga,airport
5865,Mitiaro Island,Mitiaro Island Airport,-19.84250069,-157.7030029,Cook Islands,MOI,NCMR,25,-10,U,Pacific/Rarotonga,airport
1959,Avarua,Rarotonga International Airport,-21.20269966,-159.8059998,Cook Islands,RAR,NCRG,19,-10,U,Pacific/Rarotonga,airport
5866,Penrhyn Island,Tongareva Airport,-9.014369965,-158.0324097,Cook Islands,PYE,NCPY,8,-10,U,Pacific/Rarotonga,airport
5842,Roxana,Aerotortuguero Airport,10.42,-83.6095,Costa Rica,TTQ,MRAO,92,-6,U,America/Costa_Rica,airport
6731,La Fortuna/San Carlos,Arenal Airport,10.47799969,-84.6344986,Costa Rica,FON,MRAN,342,-6,U,America/Costa_Rica,airport
5843,Pococi,Barra del Colorado Airport,10.76869965,-83.58560181,Costa Rica,BCL,MRBC,3,-6,U,America/Costa_Rica,airport
1872,Buenos Aires,Buenos Aires Airport,9.163949,-83.330171,Costa Rica,\N,MRBA,1214,-6,U,America/Costa_Rica,airport
5844,Nicoya,Cabo Velas Airport,10.35569954,-85.85289764,Costa Rica,TNO,MRCV,33,-6,U,America/Costa_Rica,airport
1875,Chacarita,Chacarita Airport,9.981410027,-84.77269745,Costa Rica,\N,MRCH,7,-6,U,America/Costa_Rica,airport
7343,Guapiles,Codela Airport,10.41399956,-85.09169769,Costa Rica,CSC,MRCA,328,-6,U,America/Costa_Rica,airport
1874,Coto 47,Coto 47 Airport,8.601559639,-82.96859741,Costa Rica,OTR,MRCC,26,-6,U,America/Costa_Rica,airport
1881,Liberia,Daniel Oduber Quiros International Airport,10.59329987,-85.54440308,Costa Rica,LIR,MRLB,270,-6,U,America/Costa_Rica,airport
6945,Puntarenas,Drake Bay Airport,8.71889019,-83.64170074,Costa Rica,DRK,MRDK,12,-6,N,America/Costa_Rica,airport
1877,El Carmen,El Carmen de Siquirres Airport,10.20199966,-83.47219849,Costa Rica,\N,MREC,56,-6,U,America/Costa_Rica,airport
1878,Finca 10,Finca 10 / Nuevo Palmar Sur Airport,8.916350365,-83.50730133,Costa Rica,\N,MRFI,25,-6,U,America/Costa_Rica,airport
1879,Golfito,Golfito Airport,8.654009819,-83.18219757,Costa Rica,GLF,MRGF,49,-6,U,America/Costa_Rica,airport
1880,Guapiles,Guapiles Airport,10.21720028,-83.79699707,Costa Rica,\N,MRGP,883,-6,U,America/Costa_Rica,airport
5845,Nandayure,Islita Airport,9.856109619,-85.3707962,Costa Rica,PBP,MRIA,7,-6,U,America/Costa_Rica,airport
1885,San Jose,Juan Santamaria International Airport,9.993860245,-84.20880127,Costa Rica,SJO,MROC,3021,-6,U,America/Costa_Rica,airport
1883,Limon,Limon International Airport,9.957960129,-83.02200317,Costa Rica,LIO,MRLM,7,-6,U,America/Costa_Rica,airport
1882,Los Chiles,Los Chiles Airport,11.03530025,-84.70610046,Costa Rica,\N,MRLC,131,-6,U,America/Costa_Rica,airport
1884,Nosara Beach,Nosara Airport,9.976490021,-85.65299988,Costa Rica,NOB,MRNS,33,-6,U,America/Costa_Rica,airport
1887,Palmar Sur,Palmar Sur Airport,8.951029778,-83.46859741,Costa Rica,PMZ,MRPM,49,-6,U,America/Costa_Rica,airport
1886,Pandora,Pandora Airport,9.732170105,-82.98320007,Costa Rica,\N,MRPD,98,-6,U,America/Costa_Rica,airport
5849,Playa Samara,Playa Samara Airport,10.25,-85.41699982,Costa Rica,\N,MRSR,10,-6,U,America/Costa_Rica,airport
7297,Carrillo,Playa Samara/Carrillo Airport,9.870510101,-85.48139954,Costa Rica,PLD,MRCR,50,-6,U,America/Costa_Rica,airport
5847,Puerto Jimenez,Puerto Jimenez Airport,8.533329964,-83.30000305,Costa Rica,PJM,MRPJ,7,-6,U,America/Costa_Rica,airport
1889,Quepos,Quepos Managua Airport,9.443160057,-84.12979889,Costa Rica,XQP,MRQP,85,-6,U,America/Costa_Rica,airport
1891,San Vito De Jaba,San Vito De Java Airport,8.826109886,-82.95890045,Costa Rica,\N,MRSV,3228,-6,U,America/Costa_Rica,airport
1890,Santa Clara,Santa Clara De Guapiles Airport,10.28829956,-83.71350098,Costa Rica,\N,MRSG,262,-6,U,America/Costa_Rica,airport
6732,Nicoya,Tambor Airport,9.738519669,-85.01380157,Costa Rica,TMU,MRTR,33,-6,U,America/Costa_Rica,airport
5848,San Jose,Tobias Bolanos International Airport,9.957050323,-84.13980103,Costa Rica,SYQ,MRPV,3287,-6,U,America/Costa_Rica,airport
11897,Upala,Upala Airport,10.8922,-85.016197,Costa Rica,UPL,MRUP,184,\N,\N,\N,airport
254,Bouake,Bouaké Airport,7.738800049,-5.07366991,Cote d'Ivoire,BYK,DIBK,1230,0,N,Africa/Abidjan,airport
255,Daloa,Daloa Airport,6.792809963,-6.473189831,Cote d'Ivoire,DJO,DIDL,823,0,N,Africa/Abidjan,airport
256,Korhogo,Korhogo Airport,9.387180328,-5.556660175,Cote d'Ivoire,HGO,DIKO,1214,0,N,Africa/Abidjan,airport
257,Man,Man Airport,7.272069931,-7.587359905,Cote d'Ivoire,MJC,DIMN,1089,0,N,Africa/Abidjan,airport
253,Abidjan,Port Bouet Airport,5.261390209,-3.926290035,Cote d'Ivoire,ABJ,DIAP,21,0,N,Africa/Abidjan,airport
258,San Pedro,San Pedro Airport,4.746719837,-6.660820007,Cote d'Ivoire,SPY,DISP,26,0,N,Africa/Abidjan,airport
259,Yamoussoukro,Yamoussoukro Airport,6.903170109,-5.365580082,Cote d'Ivoire,ASK,DIYO,699,0,N,Africa/Abidjan,airport
4160,Brac,Bol Airport,43.28570175,16.67970085,Croatia,BWK,LDSB,1776,1,E,Europe/Zagreb,airport
1200,Dubrovnik,Dubrovnik Airport,42.56140137,18.26819992,Croatia,DBV,LDDU,527,1,E,Europe/Zagreb,airport
1204,Grobnik,Grobnicko Polje Airport,45.37950134,14.50380039,Croatia,\N,LDRG,951,1,E,Europe/Zagreb,airport
8846,Mali Losinj,Lošinj Island Airport,44.56579971,14.39309978,Croatia,LSZ,LDLO,151,1,E,Europe/Zagreb,airport
1202,Osijek,Osijek Airport,45.46269989,18.81019974,Croatia,OSI,LDOS,290,1,E,Europe/Zagreb,airport
1201,Cepin,Osijek-Čepin Airfield,45.5427778,18.6319444,Croatia,\N,LDOC,299,1,E,Europe/Zagreb,airport
1203,Pula,Pula Airport,44.89350128,13.9222002,Croatia,PUY,LDPL,274,1,E,Europe/Zagreb,airport
1205,Rijeka,Rijeka Airport,45.21689987,14.5703001,Croatia,RJK,LDRI,278,1,E,Europe/Zagreb,airport
1206,Split,Split Airport,43.53889847,16.29800034,Croatia,SPU,LDSP,79,1,E,Europe/Zagreb,airport
1210,Udbina,Udbina Air Base,44.55759811,15.77439976,Croatia,\N,LDZU,2462,1,E,Europe/Zagreb,airport
1207,Varazdin,Varaždin Airport,46.29464722,16.38293266,Croatia,\N,LDVA,548,1,E,Europe/Zagreb,airport
11740,Vsar,Vrsar Crljenka Airport,45.14170074,13.63059998,Croatia,\N,LDPV,121,1,E,\N,airport
1208,Zagreb,Zagreb Airport,45.74290085,16.06879997,Croatia,ZAG,LDZA,353,1,E,Europe/Zagreb,airport
1209,Zadar,Zemunik Airport,44.10829926,15.34669971,Croatia,ZAD,LDZD,289,1,E,Europe/Zagreb,airport
1918,Santa Clara,Abel Santamaria Airport,22.49220085,-79.94360352,Cuba,SNU,MUSC,338,-5,U,America/Havana,airport
5853,Trinidad,Alberto Delgado Airport,21.78829956,-79.99720001,Cuba,TND,MUTD,125,-5,U,America/Havana,airport
1905,Santiago De Cuba,Antonio Maceo International Airport,19.96980095,-75.83540344,Cuba,SCU,MUCU,249,-5,U,America/Havana,airport
1899,Bayamo,Carlos Manuel de Cespedes Airport,20.39640045,-76.62139893,Cuba,BYM,MUBY,203,-5,U,America/Havana,airport
5852,Cayo Coco,Cayo Coco Airport,22.51320076,-78.51100159,Cuba,\N,MUOC,6,-5,U,America/Havana,airport
1906,Florida,Florida Airport,21.49970055,-78.20279694,Cuba,\N,MUFL,197,-5,U,America/Havana,airport
1910,Holguin,Frank Pais International Airport,20.78560066,-76.31510162,Cuba,HOG,MUHG,361,-5,U,America/Havana,airport
1898,Baracoa Playa,Gustavo Rizo Airport,20.36529922,-74.5062027,Cuba,BCA,MUBA,26,-5,U,America/Havana,airport
1924,Las Tunas,Hermanos Ameijeiras Airport,20.98760033,-76.93579865,Cuba,VTU,MUVT,328,-5,U,America/Havana,airport
1904,Camaguey,Ignacio Agramonte International Airport,21.42029953,-77.84750366,Cuba,CMW,MUCM,413,-5,U,America/Havana,airport
1902,Cienfuegos,Jaime Gonzalez Airport,22.14999962,-80.41419983,Cuba,CFG,MUCF,102,-5,U,America/Havana,airport
1901,Cunagua,Jardines Del Rey Airport,22.46100044,-78.32839966,Cuba,CCC,MUCC,13,-5,U,America/Havana,airport
1919,Santa Lucia,Joaquín de Agüero Airport,21.50945591,-77.02059746,Cuba,\N,MUSL,13,-5,U,America/Havana,airport
1909,Havana,José Martí International Airport,22.98920059,-82.40910339,Cuba,HAV,MUHA,210,-5,U,America/Havana,airport
1923,Varadero,Juan Gualberto Gomez International Airport,23.03440094,-81.43530273,Cuba,VRA,MUVR,210,-5,U,America/Havana,airport
8890,Kawama,Kawama Airport,23.12400055,-81.3015976,Cuba,\N,MUKW,16,-5,U,America/Havana,airport
1911,La Coloma,La Coloma Airport,22.33609962,-83.64189911,Cuba,LCL,MULM,131,-5,U,America/Havana,airport
10171,Cayo Santa Maria,Las Brujas Airport,22.62129974,-79.14720154,Cuba,BWW,MUBR,13,-5,A,\N,airport
1907,Guantanamo,Leeward Point Field,19.90649986,-75.20709991,Cuba,\N,MUGM,56,-5,U,\N,airport
1908,Guantanamo,Mariana Grajales Airport,20.08530045,-75.15830231,Cuba,GAO,MUGT,56,-5,U,America/Havana,airport
1900,Ciego De Avila,Maximo Gomez Airport,22.02709961,-78.78959656,Cuba,AVI,MUCA,335,-5,U,America/Havana,airport
1912,Moa,Orestes Acosta Airport,20.65390015,-74.92220306,Cuba,MOA,MUMO,16,-5,U,America/Havana,airport
1916,Pinar Del Rio Norte,Pinar Del Rio Airport,22.42140007,-83.67839813,Cuba,\N,MUPR,131,-5,U,America/Havana,airport
1915,Baracoa Playa,Playa Baracoa Airport,23.03280067,-82.57939911,Cuba,UPB,MUPB,102,-5,U,America/Havana,airport
1914,Nueva Gerona,Rafael Cabrera Airport,21.83469963,-82.78379822,Cuba,GER,MUNG,79,-5,U,America/Havana,airport
1917,San Antonio De Banos,San Antonio De Los Banos Airport,22.87150002,-82.50930023,Cuba,\N,MUSA,164,-5,U,America/Havana,airport
11899,Pinar Del Rio,San Julian Air Base,22.09530067,-84.15200043,Cuba,SNJ,MUSJ,98,\N,\N,\N,airport
11898,San Nicolás,San Nicolas De Bari Airport,22.7560997,-81.92089844,Cuba,QSN,MUNB,49,\N,\N,\N,airport
1921,Sancti Spiritus,Sancti Spiritus Airport,21.9704,-79.442703,Cuba,\N,MUSS,295,-5,U,America/Havana,airport
1913,Manzanillo,Sierra Maestra Airport,20.28809929,-77.08920288,Cuba,MZO,MUMZ,112,-5,U,America/Havana,airport
1920,Siguanea,Siguanea Airport,21.64249992,-82.95510101,Cuba,\N,MUSN,39,-5,U,America/Havana,airport
1903,Cayo Largo del Sur,Vilo Acuña International Airport,21.61650085,-81.54599762,Cuba,CYO,MUCL,10,-5,U,America/Havana,airport
5780,Nicosia,Ercan International Airport,35.15470123,33.49610138,Cyprus,ECN,LCEN,404,2,E,Asia/Nicosia,airport
1197,Larnaca,Larnaca International Airport,34.87509918,33.62490082,Cyprus,LCA,LCLK,8,2,E,Asia/Nicosia,airport
1198,Paphos,Paphos International Airport,34.7179985,32.4856987,Cyprus,PFO,LCPH,41,2,E,Asia/Nicosia,airport
1199,Akrotiri,RAF Akrotiri,34.590401,32.9879,Cyprus,AKT,LCRA,76,0,E,Europe/London,airport
7939,Benesov,Benešov Airport,49.74079895,14.64470005,Czech Republic,\N,LKBE,1319,1,U,Europe/Prague,airport
1588,Brno,Brno-Tuřany Airport,49.15129852,16.69440079,Czech Republic,BRQ,LKTB,778,1,E,Europe/Prague,airport
9253,Bubovice,Bubovice Airport,49.97439957,14.17809963,Czech Republic,\N,LKBU,1401,1,E,Europe/Prague,airport
1574,Caslav,Čáslav Air Base,49.93970108,15.3817997,Czech Republic,\N,LKCV,794,1,E,Europe/Prague,airport
1573,Ceske Budejovice,České Budějovice Airport,48.94639969,14.42749977,Czech Republic,\N,LKCS,1417,1,E,Europe/Prague,airport
1576,Horovice,Hořovice Airport,49.84809875,13.89350033,Czech Republic,\N,LKHV,1214,1,E,Europe/Prague,airport
1575,Hradec Kralove,Hradec Králové Airport,50.253201,15.8452,Czech Republic,\N,LKHK,791,1,E,Europe/Prague,airport
1579,Karlovy Vary,Karlovy Vary International Airport,50.20299911,12.91499996,Czech Republic,KLV,LKKV,1989,1,E,Europe/Prague,airport
1577,Praha,Kbely Air Base,50.12139893,14.54360008,Czech Republic,\N,LKKB,939,1,E,Europe/Prague,airport
9125,Klatovy,Klatovy Airport,49.41830063,13.32190037,Czech Republic,\N,LKKT,1299,1,E,Europe/Prague,airport
1578,Kunovice,Kunovice Airport,49.02939987,17.43969917,Czech Republic,\N,LKKU,581,1,E,Europe/Prague,airport
8867,Vysoke Myto,Letiště Vysoké Mýto,49.926899,16.185801,Czech Republic,\N,LKVM,991,1,E,Europe/Prague,airport
1581,Mnichovo Hradiste,Mnichovo Hradiště Airport,50.54019928,15.00660038,Czech Republic,\N,LKMH,800,1,E,Europe/Prague,airport
1583,Namest,Náměšť Air Base,49.16579819,16.12490082,Czech Republic,\N,LKNA,1548,1,E,Europe/Prague,airport
1582,Ostrava,Ostrava Leos Janáček Airport,49.69630051,18.11109924,Czech Republic,OSR,LKMT,844,1,E,Europe/Prague,airport
1584,Pardubice,Pardubice Airport,50.01340103,15.73859978,Czech Republic,PED,LKPD,741,1,E,Europe/Prague,airport
1580,Line,Plzeň-Líně Airport,49.67520142,13.27460003,Czech Republic,\N,LKLN,1188,1,E,Europe/Prague,airport
1586,Prerov,Přerov Air Base,49.42580032,17.40469933,Czech Republic,PRV,LKPO,676,1,E,Europe/Prague,airport
1585,Pribram,Pribram Airport,49.7201004,14.10060024,Czech Republic,\N,LKPM,1529,1,E,Europe/Prague,airport
8616,Roudnice nad Lebem,Roudnice Airport,50.41059875,14.2261,Czech Republic,\N,LKRO,732,1,E,Europe/Prague,airport
6862,Sazena,Sazená Airport,50.3246994,14.25889969,Czech Republic,LKS,LKSZ,761,1,E,Europe/Prague,airport
8617,Usti Nad Labem,Usti Nad Labem Airfield,50.699699,13.9697,Czech Republic,\N,LKUL,791,1,E,Europe/Prague,airport
1587,Prague,Václav Havel Airport Prague,50.1008,14.26,Czech Republic,PRG,LKPR,1247,1,E,Europe/Prague,airport
1589,Vodochody,Vodochody Airport,50.216599,14.3958,Czech Republic,\N,LKVO,919,1,E,Europe/Prague,airport
628,Aalborg,Aalborg Airport,57.09275891,9.849243164,Denmark,AAL,EKYT,10,1,E,Europe/Copenhagen,airport
607,Aarhus,Aarhus Airport,56.29999924,10.61900043,Denmark,AAR,EKAH,82,1,E,Europe/Copenhagen,airport
11719,Aero,Ærø Airport,54.85279846,10.45639992,Denmark,\N,EKAE,3,1,E,\N,airport
608,Billund,Billund Airport,55.74029922,9.151780128,Denmark,BLL,EKBI,247,1,E,Europe/Copenhagen,airport
618,Ronne,Bornholm Airport,55.06330109,14.75959969,Denmark,RNN,EKRN,52,1,E,Europe/Copenhagen,airport
609,Copenhagen,Copenhagen Kastrup Airport,55.61790085,12.65600014,Denmark,CPH,EKCH,17,1,E,Europe/Copenhagen,airport
617,Copenhagen,Copenhagen Roskilde Airport,55.58560181,12.13140011,Denmark,RKE,EKRK,146,1,E,Europe/Copenhagen,airport
9075,Endelage,Endelave West Airport,55.75650024,10.24849987,Denmark,\N,EKEL,15,1,E,Europe/Copenhagen,airport
610,Esbjerg,Esbjerg Airport,55.52590179,8.55340004,Denmark,EBJ,EKEB,97,1,E,Europe/Copenhagen,airport
611,Gronholt,Grønholt Hillerød Airport,55.94139862,12.38220024,Denmark,\N,EKGH,97,1,E,Europe/Copenhagen,airport
9136,Herning,Herning Airport,56.18470001,9.044449806,Denmark,\N,EKHG,167,1,E,Europe/Copenhagen,airport
6855,Kalundborg,Kalundborg Airport,55.70029831,11.25,Denmark,\N,EKKL,1,1,E,Europe/Copenhagen,airport
612,Karup,Karup Airport,56.29750061,9.124629974,Denmark,KRP,EKKA,170,1,E,Europe/Copenhagen,airport
624,Kolding,Kolding Vamdrup Airport,55.43629837,9.330920219,Denmark,\N,EKVD,143,1,E,Europe/Copenhagen,airport
616,Krusa-padborg,Kruså-Padborg Airport,54.87030029,9.279009819,Denmark,\N,EKPB,88,1,E,Europe/Copenhagen,airport
613,Laeso,Læsø Airport,57.27719879,11.00010014,Denmark,\N,EKLS,25,1,E,Europe/Copenhagen,airport
614,Maribo,Lolland Falster Maribo Airport,54.699299,11.4401,Denmark,\N,EKMB,16,1,E,Europe/Copenhagen,airport
615,Odense,Odense Airport,55.47669983,10.33090019,Denmark,ODE,EKOD,56,1,E,Europe/Copenhagen,airport
4080,Samsoe,Samsø Airport,55.88949966,10.61369991,Denmark,\N,EKSS,1,1,E,Europe/Copenhagen,airport
5579,Sindal,Sindal Airport,57.50350189,10.22939968,Denmark,CNL,EKSN,92,1,N,Europe/Copenhagen,airport
622,Skive,Skive Airport,56.55020142,9.172980309,Denmark,\N,EKSV,74,1,E,Europe/Copenhagen,airport
621,Skrydstrup,Skrydstrup Air Base,55.221048,9.26702,Denmark,SKS,EKSP,141,1,E,Europe/Copenhagen,airport
619,Soenderborg,Sønderborg Airport,54.96440125,9.791729927,Denmark,SGD,EKSB,24,1,E,Europe/Copenhagen,airport
627,Stauning,Stauning Airport,55.99010086,8.353910446,Denmark,STA,EKVJ,17,1,E,Europe/Copenhagen,airport
623,Thisted,Thisted Airport,57.06880188,8.705220222,Denmark,TED,EKTS,23,1,E,Europe/Copenhagen,airport
8097,Toender,Tønder Airport,54.92969894,8.84057045,Denmark,\N,EKTD,1,1,E,Europe/Copenhagen,airport
626,Vesthimmerland,Vesthimmerlands Flyveplads,56.846901,9.45861,Denmark,\N,EKVH,119,1,E,Europe/Copenhagen,airport
4119,Djibouti,Djibouti-Ambouli Airport,11.54730034,43.15950012,Djibouti,JIB,HDAM,49,3,U,Africa/Djibouti,airport
9391,Obock,Obock Airport,11.96700001,43.26699829,Djibouti,OBC,HDOB,69,3,N,Africa/Djibouti,airport
9392,Tadjoura,Tadjoura Airport,11.78299999,42.91699982,Djibouti,TDJ,HDTJ,246,3,N,Africa/Djibouti,airport
2876,Canefield,Canefield Airport,15.33670044,-61.39220047,Dominica,DCF,TDCF,13,-4,U,America/Dominica,airport
2877,Dominica,Melville Hall Airport,15.54699993,-61.29999924,Dominica,DOM,TDPD,73,-4,U,America/Dominica,airport
1756,Samana,Arroyo Barril Airport,19.19860077,-69.42980194,Dominican Republic,EPS,MDAB,57,-4,U,America/Santo_Domingo,airport
1758,Cabo Rojo,Cabo Rojo Airport,17.92900085,-71.64479828,Dominican Republic,\N,MDCR,262,-4,U,America/Santo_Domingo,airport
1759,La Romana,Casa De Campo International Airport,18.45070076,-68.91179657,Dominican Republic,LRM,MDLR,240,-4,U,America/Santo_Domingo,airport
1764,Santiago,Cibao International Airport,19.40609932,-70.60469818,Dominican Republic,STI,MDST,565,-4,U,America/Santo_Domingo,airport
7301,Constanza,Constanza - Expedición 14 de Junio National Airport,18.90749931,-70.72190094,Dominican Republic,COZ,MDCZ,3950,-4,U,America/Santo_Domingo,airport
1761,Puerto Plata,Gregorio Luperon International Airport,19.75790024,-70.56999969,Dominican Republic,POP,MDPP,15,-4,U,America/Santo_Domingo,airport
7911,Santo Domingo,Herrera Airport,18.46969986,-69.9693985,Dominican Republic,HEX,MDHE,190,-4,U,America/Santo_Domingo,airport
5811,La Isabela,La Isabela International Airport,18.57250023,-69.98560333,Dominican Republic,JBQ,MDJB,98,-4,U,America/Santo_Domingo,airport
1762,Santo Domingo,Las Américas International Airport,18.42970085,-69.66889954,Dominican Republic,SDQ,MDSD,59,-4,U,America/Santo_Domingo,airport
1757,Barahona,Maria Montez International Airport,18.25149918,-71.12039948,Dominican Republic,BRX,MDBH,10,-4,U,America/Santo_Domingo,airport
1760,Punta Cana,Punta Cana International Airport,18.56739998,-68.36340332,Dominican Republic,PUJ,MDPC,47,-4,U,America/Santo_Domingo,airport
5810,Samana,Samaná El Catey International Airport,19.2670002,-69.74199677,Dominican Republic,AZS,MDCY,30,-4,U,America/Santo_Domingo,airport
1763,San Isidoro,San Isidro Air Base,18.50370026,-69.76170349,Dominican Republic,\N,MDSI,111,-4,U,America/Santo_Domingo,airport
3311,Baucau,Cakung Airport,-8.489029884,126.401001,East Timor,\N,WPEC,1771,9,U,Asia/Dili,airport
3310,Dili,Presidente Nicolau Lobato International Airport,-8.54640007,125.526001,East Timor,DIL,WPDL,154,9,U,Asia/Dili,airport
3309,Suai,Suai Airport,-9.303310394,125.2870026,East Timor,\N,WPDB,96,9,U,Asia/Dili,airport
2685,Pasaje,Amable Calle Gutierrez Airport,-3.319669962,-79.76920319,Ecuador,\N,SEPS,22,-5,U,America/Guayaquil,airport
2675,Ibarra,Atahualpa Airport,0.33841899,-78.13639832,Ecuador,\N,SEIB,7304,-5,U,America/Guayaquil,airport
6046,La Toma (Catamayo),Camilo Ponce Enriquez Airport,-3.995889902,-79.37190247,Ecuador,LOH,SETM,4056,-5,U,America/Guayaquil,airport
2668,Ambato,Chachoán Airport,-1.212069988,-78.57460022,Ecuador,ATF,SEAM,8502,-5,U,America/Guayaquil,airport
2689,Riobamba,Chimborazo Airport,-1.653429985,-78.65609741,Ecuador,\N,SERB,9151,-5,U,America/Guayaquil,airport
2680,Macas,Coronel E Carvajal Airport,-2.299170017,-78.1207962,Ecuador,XMS,SEMC,3452,-5,U,America/Guayaquil,airport
2678,Latacunga,Cotopaxi International Airport,-0.906832993,-78.61579895,Ecuador,LTX,SELT,9205,-5,U,America/Guayaquil,airport
2682,Montalvo,El Carmen Airport,-2.067009926,-76.97570038,Ecuador,\N,SEMO,960,-5,U,America/Guayaquil,airport
2683,Manta,Eloy Alfaro International Airport,-0.946078002,-80.67880249,Ecuador,MEC,SEMT,48,-5,U,America/Guayaquil,airport
2670,Coca,Francisco De Orellana Airport,-0.462886006,-76.98680115,Ecuador,OCC,SECO,834,-5,U,America/Guayaquil,airport
2681,Machala,General Manuel Serrano Airport,-3.2689,-79.961601,Ecuador,MCH,SEMH,11,-5,U,America/Guayaquil,airport
6047,Esmeraldas,General Rivadeneira Airport,0.978519022,-79.62660217,Ecuador,ESM,SETN,32,-5,U,America/Guayaquil,airport
2691,Salinas,General Ulpiano Paez Airport,-2.20499,-80.988899,Ecuador,SNC,SESA,18,-5,U,America/Guayaquil,airport
8461,Isabela,General Villamil Airport,-0.942628026,-90.95300293,Ecuador,\N,SEII,35,-6,N,Pacific/Galapagos,airport
2674,Gualaquiza,Gualaquiza Airport,-3.423209906,-78.56700134,Ecuador,\N,SEGZ,2640,-5,U,America/Guayaquil,airport
2669,Clementia,Hacienda Clementina Airport,-1.706269979,-79.37889862,Ecuador,\N,SECM,328,-5,U,America/Guayaquil,airport
2677,La Julia,Hacienda La Julia Airport,-1.704380035,-79.5522995,Ecuador,\N,SELJ,50,-5,U,America/Guayaquil,airport
2673,Guayaquil,José Joaquín de Olmedo International Airport,-2.15741992,-79.88359833,Ecuador,GYE,SEGU,19,-5,U,America/Guayaquil,airport
2679,Macara,Jose Maria Velasco Ibarra Airport,-4.378230095,-79.94100189,Ecuador,\N,SEMA,1508,-5,U,America/Guayaquil,airport
2676,Km-192,Km 192 Airport,0.184202999,-79.39199829,Ecuador,\N,SEKK,1247,-5,U,America/Guayaquil,airport
2684,Maragrosa,Maragrosa Airport,-2.851099968,-79.8035965,Ecuador,\N,SEMX,18,-5,U,America/Guayaquil,airport
